ANO,COD_MEDICO,COD_ESPEC,ESPECIALIDAD,COD_DEP,DEPARTAMENTO
2008,71717384,351,HEMATOLOGIA,05,ANTIOQUIA
2008,32683432,521,OTORRINOLARINGOLOGIA,08,ATLANTICO
2008,70564553,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2008,13436672,312,GASTROENTEROLOGIA PEDIATRICA,76,VALLE DEL CAUCA
2008,41650124,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2008,71682271,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2008,17180543,340,GINECOLOGIA ONCOLOGICA,11,BOGOTA
2008,19129025,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2008,6076176,773,INMUNOLOGIA PEDIATRIA,05,ANTIOQUIA
2008,98568982,441,NEUROLOGIA,05,ANTIOQUIA
2008,79272582,515,ORTOPEDIA Y TRAUMATOLOGIA PEDIATRICA,11,BOGOTA
2008,8699042,312,GASTROENTEROLOGIA PEDIATRICA,05,ANTIOQUIA
2008,79313277,485,OFTALMOLOGIA PEDIATRICA,11,BOGOTA
2008,19442848,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2008,16654389,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2008,70101872,446,NEUROLOGIA - ONCOLOGICA,05,ANTIOQUIA
2008,79569554,310,GASTROENTEROLOGIA,05,ANTIOQUIA
2008,71639089,241,ENDOCRINOLOGIA PEDIATRICA,05,ANTIOQUIA
2008,70124642,441,NEUROLOGIA,05,ANTIOQUIA
2008,8231420,310,GASTROENTEROLOGIA,05,ANTIOQUIA
2008,14320785,485,OFTALMOLOGIA PEDIATRICA,11,BOGOTA
2008,70563165,387,MEDICINA INTERNA,05,ANTIOQUIA
2009,70560384,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,7476268,133,CIRUGIA DE LA MANO,05,ANTIOQUIA
2009,43084575,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,8297618,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,13446105,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,70082495,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,19475459,750,UROLOGIA,11,BOGOTA
2009,8306483,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,12711556,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,13463063,143,CIRUGIA PLASTICA,54,N. DE SANTANDER
2009,7444894,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,52415975,480,OFTALMOLOGIA,11,BOGOTA
2009,8298447,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,8311710,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,72140291,143,CIRUGIA PLASTICA,08,ATLANTICO
2009,70108250,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,70041775,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,3307257,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,10521939,137,CIRUGIA GENERAL,76,VALLE DEL CAUCA
2009,16742606,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,70556557,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,16689168,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,15925134,137,CIRUGIA GENERAL,66,RISARALDA
2009,14884199,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,8314851,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,70048242,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,98546072,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,73101677,137,CIRUGIA GENERAL,13,BOLIVAR
2009,9089843,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,118675,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,91265719,133,CIRUGIA DE LA MANO,68,SANTANDER
2009,14967908,133,CIRUGIA DE LA MANO,05,ANTIOQUIA
2009,70049239,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,94370315,440,NEUROCIRUGIA,76,VALLE DEL CAUCA
2009,8682278,22,ANESTESIOLOGIA Y REANIMACION,08,ATLANTICO
2009,71611576,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,79488386,147,CIRUGIA PLASTICA ONCOLOGICA,05,ANTIOQUIA
2009,71585021,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,4590777,999,MEDICINA GENERAL,05,ANTIOQUIA
2009,16782830,134,CIRUGIA DEL TORAX,76,VALLE DEL CAUCA
2009,19343512,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,71671359,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,16767144,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,91232149,137,CIRUGIA GENERAL,68,SANTANDER
2009,72135907,137,CIRUGIA GENERAL,08,ATLANTICO
2009,13814337,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,72125436,143,CIRUGIA PLASTICA,08,ATLANTICO
2009,63494320,486,OFTALMOLOGIA Y RETINOLOGIA,17,CALDAS
2009,70112871,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,8280683,133,CIRUGIA DE LA MANO,05,ANTIOQUIA
2009,17018849,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,42881981,200,DERMATOLOGIA,05,ANTIOQUIA
2009,24941153,143,CIRUGIA PLASTICA,17,CALDAS
2009,16720237,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,32461798,142,CIRUGIA PEDIATRICA,05,ANTIOQUIA
2009,70057957,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,10235347,138,CIRUGIA MAXILOFACIAL,17,CALDAS
2009,19220256,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,3182055,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,8352106,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,8346648,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,9265668,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2009,16606535,137,CIRUGIA GENERAL,76,VALLE DEL CAUCA
2009,70320334,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,14211147,142,CIRUGIA PEDIATRICA,11,BOGOTA
2009,71555630,480,OFTALMOLOGIA,11,BOGOTA
2009,71623547,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,71594272,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,71602067,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,79150700,142,CIRUGIA PEDIATRICA,13,BOLIVAR
2009,70556781,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,16608834,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,79464694,147,CIRUGIA PLASTICA ONCOLOGICA,08,ATLANTICO
2009,19143147,480,OFTALMOLOGIA,41,HUILA
2009,16262630,142,CIRUGIA PEDIATRICA,76,VALLE DEL CAUCA
2009,32311544,147,CIRUGIA PLASTICA ONCOLOGICA,05,ANTIOQUIA
2009,3181349,750,UROLOGIA,05,ANTIOQUIA
2009,8239896,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,16276096,142,CIRUGIA PEDIATRICA,76,VALLE DEL CAUCA
2009,91251552,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2009,26759488,200,DERMATOLOGIA,20,CESAR
2009,16677009,480,OFTALMOLOGIA,68,SANTANDER
2009,24316804,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,79293792,137,CIRUGIA GENERAL,17,CALDAS
2009,49735077,137,CIRUGIA GENERAL,20,CESAR
2009,91104931,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,5566699,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,8684053,143,CIRUGIA PLASTICA,08,ATLANTICO
2009,9090774,521,OTORRINOLARINGOLOGIA,13,BOLIVAR
2009,12624106,514,ORTOPEDIA Y TRAUMATOLOGIA,47,MAGDALENA
2009,19099033,142,CIRUGIA PEDIATRICA,68,SANTANDER
2009,19154397,465,VASCULAR PERIFERICO,05,ANTIOQUIA
2009,93361219,341,GINECOLOGIA Y OBSTETRICIA,73,TOLIMA
2009,16645787,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,2774685,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,19071821,133,CIRUGIA DE LA MANO,11,BOGOTA
2009,120050,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,8301785,138,CIRUGIA MAXILOFACIAL,05,ANTIOQUIA
2009,8298422,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,13005629,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,19398142,134,CIRUGIA DEL TORAX,11,BOGOTA
2009,42870766,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,71731053,513,ORTOPEDIA ONCOLOGICA,05,ANTIOQUIA
2009,9078583,341,GINECOLOGIA Y OBSTETRICIA,70,SUCRE
2009,72136805,750,UROLOGIA,08,ATLANTICO
2009,20951497,491,ONCOLOGIA CLINICA,05,ANTIOQUIA
2009,8301519,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,8732209,142,CIRUGIA PEDIATRICA,08,ATLANTICO
2009,73104922,200,DERMATOLOGIA,13,BOLIVAR
2009,2903885,750,UROLOGIA,05,ANTIOQUIA
2009,8691966,143,CIRUGIA PLASTICA,08,ATLANTICO
2009,71604631,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,15321335,143,CIRUGIA PLASTICA,76,VALLE DEL CAUCA
2009,19490904,143,CIRUGIA PLASTICA,08,ATLANTICO
2009,16677479,142,CIRUGIA PEDIATRICA,76,VALLE DEL CAUCA
2009,16688874,139,CIRUGIA ONCOLOGICA,76,VALLE DEL CAUCA
2009,19145274,137,CIRUGIA GENERAL,11,BOGOTA
2009,10105100,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,70093459,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,32542347,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,8278192,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,71676499,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,32639343,480,OFTALMOLOGIA,08,ATLANTICO
2009,71662574,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,3291630,200,DERMATOLOGIA,05,ANTIOQUIA
2009,98546407,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,7539084,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,79230549,142,CIRUGIA PEDIATRICA,11,BOGOTA
2009,16657107,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2009,19442892,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,71626684,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,92500418,160,COLOPROCTOLOGIA,08,ATLANTICO
2009,19455879,750,UROLOGIA,66,RISARALDA
2009,38868539,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,70121992,142,CIRUGIA PEDIATRICA,05,ANTIOQUIA
2009,31851791,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,37807122,200,DERMATOLOGIA,68,SANTANDER
2009,8719643,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2009,71729679,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,16770896,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2009,3764288,211,CARDIOLOGIA ELECTROFISIOLOGIA,05,ANTIOQUIA
2009,70562573,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,14938958,147,CIRUGIA PLASTICA ONCOLOGICA,05,ANTIOQUIA
2009,22579209,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,71642098,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,41797433,999,MEDICINA GENERAL,76,VALLE DEL CAUCA
2009,71578919,200,DERMATOLOGIA,05,ANTIOQUIA
2009,80412237,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2009,5539770,750,UROLOGIA,05,ANTIOQUIA
2009,51719146,143,CIRUGIA PLASTICA,11,BOGOTA
2009,72134079,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,8729936,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,8709857,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,91299506,200,DERMATOLOGIA,54,N. DE SANTANDER
2009,98554526,142,CIRUGIA PEDIATRICA,05,ANTIOQUIA
2009,79506160,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,110988,160,COLOPROCTOLOGIA,05,ANTIOQUIA
2009,6075101,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,79145485,137,CIRUGIA GENERAL,11,BOGOTA
2009,14442260,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,64575356,200,DERMATOLOGIA,70,SUCRE
2009,17189819,133,CIRUGIA DE LA MANO,11,BOGOTA
2009,16744770,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2009,8296413,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,63345662,200,DERMATOLOGIA,05,ANTIOQUIA
2009,71691545,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,31165947,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,8699468,142,CIRUGIA PEDIATRICA,08,ATLANTICO
2009,19261066,212,CUIDADO PALEATIVO Y DOLOR,11,BOGOTA
2009,70558482,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,6505866,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,31929821,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,43741769,142,CIRUGIA PEDIATRICA,05,ANTIOQUIA
2009,7542378,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,33156145,773,INMUNOLOGIA PEDIATRIA,13,BOLIVAR
2009,79288027,514,ORTOPEDIA Y TRAUMATOLOGIA,63,QUINDIO
2009,10250389,514,ORTOPEDIA Y TRAUMATOLOGIA,17,CALDAS
2009,73139983,200,DERMATOLOGIA,13,BOLIVAR
2009,16767114,750,UROLOGIA,76,VALLE DEL CAUCA
2009,16651830,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2009,70558456,134,CIRUGIA DEL TORAX,05,ANTIOQUIA
2009,42823141,200,DERMATOLOGIA,66,RISARALDA
2009,10240457,480,OFTALMOLOGIA,66,RISARALDA
2009,8729552,152,CIRUGIA DE COLUMNA,08,ATLANTICO
2009,8731099,775,UROLOGIA PEDIATRICA,08,ATLANTICO
2009,70115939,120,CARDIOLOGIA,05,ANTIOQUIA
2009,98558565,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,10262766,137,CIRUGIA GENERAL,17,CALDAS
2009,13460133,137,CIRUGIA GENERAL,54,N. DE SANTANDER
2009,31151590,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,13818142,480,OFTALMOLOGIA,68,SANTANDER
2009,31418638,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,71635174,200,DERMATOLOGIA,66,RISARALDA
2009,70559878,133,CIRUGIA DE LA MANO,05,ANTIOQUIA
2009,73087127,350,HEMATO ONCOLOGIA,13,BOLIVAR
2009,80410519,750,UROLOGIA,76,VALLE DEL CAUCA
2009,16647225,516,ORTOPEDIA Y CIRUGIA ARTROSCOPICA,76,VALLE DEL CAUCA
2009,45478880,486,OFTALMOLOGIA Y RETINOLOGIA,13,BOLIVAR
2009,31872165,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,32739477,200,DERMATOLOGIA,08,ATLANTICO
2009,6087991,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,16619977,142,CIRUGIA PEDIATRICA,76,VALLE DEL CAUCA
2009,3741369,750,UROLOGIA,05,ANTIOQUIA
2009,79140069,137,CIRUGIA GENERAL,11,BOGOTA
2009,16705450,750,UROLOGIA,66,RISARALDA
2009,79307971,200,DERMATOLOGIA,68,SANTANDER
2009,12126734,200,DERMATOLOGIA,41,HUILA
2009,66764844,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,3181001,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,14877852,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,24369240,200,DERMATOLOGIA,17,CALDAS
2009,19495102,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,8246157,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,10222069,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2009,13807994,137,CIRUGIA GENERAL,68,SANTANDER
2009,34530736,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,31396903,200,DERMATOLOGIA,66,RISARALDA
2009,70030735,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,46661322,200,DERMATOLOGIA,11,BOGOTA
2009,17098589,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,45434899,200,DERMATOLOGIA,08,ATLANTICO
2009,13816730,200,DERMATOLOGIA,68,SANTANDER
2009,21353139,200,DERMATOLOGIA,05,ANTIOQUIA
2009,32527780,200,DERMATOLOGIA,05,ANTIOQUIA
2009,16612946,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,52265784,200,DERMATOLOGIA,52,NARIÑO
2009,16693105,444,NEUROCIRUGIA PEDIATRICA,76,VALLE DEL CAUCA
2009,92496697,775,UROLOGIA PEDIATRICA,13,BOLIVAR
2009,8346243,147,CIRUGIA PLASTICA ONCOLOGICA,05,ANTIOQUIA
2009,10240900,514,ORTOPEDIA Y TRAUMATOLOGIA,17,CALDAS
2009,79145085,138,CIRUGIA MAXILOFACIAL,08,ATLANTICO
2009,16609532,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,19474699,444,NEUROCIRUGIA PEDIATRICA,76,VALLE DEL CAUCA
2009,42966940,200,DERMATOLOGIA,05,ANTIOQUIA
2009,16724603,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2009,16665687,750,UROLOGIA,76,VALLE DEL CAUCA
2009,70561719,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,10242845,521,OTORRINOLARINGOLOGIA,17,CALDAS
2009,43066435,200,DERMATOLOGIA,05,ANTIOQUIA
2009,32141453,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,16580519,750,UROLOGIA,76,VALLE DEL CAUCA
2009,10273179,138,CIRUGIA MAXILOFACIAL,17,CALDAS
2009,43505040,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,41494895,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,72137692,521,OTORRINOLARINGOLOGIA,08,ATLANTICO
2009,73133886,137,CIRUGIA GENERAL,13,BOLIVAR
2009,10240772,200,DERMATOLOGIA,17,CALDAS
2009,98541476,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,73150068,200,DERMATOLOGIA,05,ANTIOQUIA
2009,42868932,200,DERMATOLOGIA,05,ANTIOQUIA
2009,79417348,480,OFTALMOLOGIA,63,QUINDIO
2009,8709548,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,13842185,143,CIRUGIA PLASTICA,68,SANTANDER
2009,19265020,142,CIRUGIA PEDIATRICA,05,ANTIOQUIA
2009,19359786,137,CIRUGIA GENERAL,50,META
2009,70552257,134,CIRUGIA DEL TORAX,11,BOGOTA
2009,32655979,200,DERMATOLOGIA,20,CESAR
2009,19188008,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2009,51773561,200,DERMATOLOGIA,68,SANTANDER
2009,13235631,200,DERMATOLOGIA,73,TOLIMA
2009,10232107,444,NEUROCIRUGIA PEDIATRICA,17,CALDAS
2009,98547728,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,16633182,137,CIRUGIA GENERAL,76,VALLE DEL CAUCA
2009,43015184,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,11057535,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,16761285,750,UROLOGIA,76,VALLE DEL CAUCA
2009,19255258,138,CIRUGIA MAXILOFACIAL,05,ANTIOQUIA
2009,30396391,200,DERMATOLOGIA,17,CALDAS
2009,42089367,200,DERMATOLOGIA,66,RISARALDA
2009,73107484,480,OFTALMOLOGIA,20,CESAR
2009,10106736,514,ORTOPEDIA Y TRAUMATOLOGIA,66,RISARALDA
2009,19455257,750,UROLOGIA,63,QUINDIO
2009,79155439,750,UROLOGIA,23,CORDOBA
2009,60360721,486,OFTALMOLOGIA Y RETINOLOGIA,54,N. DE SANTANDER
2009,91245876,137,CIRUGIA GENERAL,68,SANTANDER
2009,8740292,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,16450997,137,CIRUGIA GENERAL,76,VALLE DEL CAUCA
2009,71593942,120,CARDIOLOGIA,05,ANTIOQUIA
2009,16684725,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2009,70568173,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,16353976,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2009,42878937,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,16604884,750,UROLOGIA,76,VALLE DEL CAUCA
2009,3250582,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,66809876,143,CIRUGIA PLASTICA,76,VALLE DEL CAUCA
2009,70109602,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,73072498,200,DERMATOLOGIA,13,BOLIVAR
2009,6768097,200,DERMATOLOGIA,05,ANTIOQUIA
2009,98542751,280,ESTOMATOLOGIA PEDIATRICA,05,ANTIOQUIA
2009,8238419,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,51837669,200,DERMATOLOGIA,11,BOGOTA
2009,70045824,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,71332783,750,UROLOGIA,05,ANTIOQUIA
2009,70560405,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,71776362,133,CIRUGIA DE LA MANO,05,ANTIOQUIA
2009,73075529,480,OFTALMOLOGIA,13,BOLIVAR
2009,71695746,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,71587495,750,UROLOGIA,05,ANTIOQUIA
2009,16615137,139,CIRUGIA ONCOLOGICA,76,VALLE DEL CAUCA
2009,79568540,200,DERMATOLOGIA,05,ANTIOQUIA
2009,16638678,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,19066104,133,CIRUGIA DE LA MANO,11,BOGOTA
2009,12547671,137,CIRUGIA GENERAL,47,MAGDALENA
2009,10251555,200,DERMATOLOGIA,17,CALDAS
2009,17170068,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,16733401,750,UROLOGIA,76,VALLE DEL CAUCA
2009,73097470,200,DERMATOLOGIA,13,BOLIVAR
2009,19404463,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2009,30769946,200,DERMATOLOGIA,66,RISARALDA
2009,14940602,139,CIRUGIA ONCOLOGICA,76,VALLE DEL CAUCA
2009,8313955,200,DERMATOLOGIA,05,ANTIOQUIA
2009,70083125,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,70560382,480,OFTALMOLOGIA,05,ANTIOQUIA
2009,19458991,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2009,2210831,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,73093340,521,OTORRINOLARINGOLOGIA,13,BOLIVAR
2009,16678878,134,CIRUGIA DEL TORAX,76,VALLE DEL CAUCA
2009,19492451,514,ORTOPEDIA Y TRAUMATOLOGIA,23,CORDOBA
2009,6790146,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,14985631,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2009,79143616,486,OFTALMOLOGIA Y RETINOLOGIA,11,BOGOTA
2009,16671269,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,16693137,750,UROLOGIA,76,VALLE DEL CAUCA
2009,8303862,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,45466760,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2009,6007803,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2009,16748097,750,UROLOGIA,76,VALLE DEL CAUCA
2009,14883153,750,UROLOGIA,76,VALLE DEL CAUCA
2009,71713152,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,15531163,200,DERMATOLOGIA,05,ANTIOQUIA
2009,43721086,200,DERMATOLOGIA,05,ANTIOQUIA
2009,73124611,200,DERMATOLOGIA,13,BOLIVAR
2009,16740274,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,71664405,515,ORTOPEDIA Y TRAUMATOLOGIA PEDIATRICA,05,ANTIOQUIA
2009,79456096,133,CIRUGIA DE LA MANO,11,BOGOTA
2009,9133814,137,CIRUGIA GENERAL,70,SUCRE
2009,45466150,137,CIRUGIA GENERAL,70,SUCRE
2009,79153648,151,CIRUGIA VASCULAR PERIFERICA,05,ANTIOQUIA
2009,71665805,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2009,13841726,133,CIRUGIA DE LA MANO,54,N. DE SANTANDER
2009,73088424,200,DERMATOLOGIA,13,BOLIVAR
2009,10222990,137,CIRUGIA GENERAL,63,QUINDIO
2009,8302507,133,CIRUGIA DE LA MANO,05,ANTIOQUIA
2009,876427,480,OFTALMOLOGIA,73,TOLIMA
2009,70550783,137,CIRUGIA GENERAL,05,ANTIOQUIA
2009,91231451,514,ORTOPEDIA Y TRAUMATOLOGIA,68,SANTANDER
2009,19403078,750,UROLOGIA,11,BOGOTA
2009,7225201,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2009,16270178,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,31236793,137,CIRUGIA GENERAL,76,VALLE DEL CAUCA
2009,55154846,480,OFTALMOLOGIA,41,HUILA
2009,31939319,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2009,42891653,200,DERMATOLOGIA,05,ANTIOQUIA
2009,32702614,200,DERMATOLOGIA,08,ATLANTICO
2009,43027842,143,CIRUGIA PLASTICA,05,ANTIOQUIA
2009,10255761,160,COLOPROCTOLOGIA,76,VALLE DEL CAUCA
2009,98550356,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2009,16450865,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2009,9037369,200,DERMATOLOGIA,70,SUCRE
2009,32477453,200,DERMATOLOGIA,05,ANTIOQUIA
2009,88136367,514,ORTOPEDIA Y TRAUMATOLOGIA,54,N. DE SANTANDER
2009,13893464,521,OTORRINOLARINGOLOGIA,68,SANTANDER
