index,doc_code,spec_code,spec_es,spec_en,year,n_visits,n_surgeries,n_patients,c_visit,c_surgery,dep_code,department
2523,79158593,480,oftalmologia,ophthalmology,2009,94,17,97,25.68,461.65,17,caldas
2524,79159976,480,oftalmologia,ophthalmology,2009,9,1,8,25.68,461.65,47,magdalena
2525,79296604,480,oftalmologia,ophthalmology,2009,64,3,49,25.68,461.65,11,bogota
2526,79361082,480,oftalmologia,ophthalmology,2009,64,2,56,25.68,461.65,63,quindio
2527,79368429,480,oftalmologia,ophthalmology,2009,10,1,10,25.68,461.65,11,bogota
2528,79386863,480,oftalmologia,ophthalmology,2009,13,2,10,25.68,461.65,11,bogota
2529,79417348,480,oftalmologia,ophthalmology,2009,4,1,2,25.68,461.65,63,quindio
2530,78687529,480,oftalmologia,ophthalmology,2009,20,1,16,25.68,461.65,23,cordoba
2531,43584720,480,oftalmologia,ophthalmology,2009,45,1,41,25.68,461.65,5,antioquia
2532,70566292,480,oftalmologia,ophthalmology,2009,366,29,324,25.68,461.65,5,antioquia
2533,43505040,480,oftalmologia,ophthalmology,2009,119,31,94,25.68,461.65,5,antioquia
2534,16609461,480,oftalmologia,ophthalmology,2009,59,1,56,25.68,461.65,76,valle del cauca
2535,16635285,480,oftalmologia,ophthalmology,2009,14,2,15,25.68,461.65,76,valle del cauca
2536,16640625,480,oftalmologia,ophthalmology,2009,77,1,68,25.68,461.65,76,valle del cauca
2537,16651789,480,oftalmologia,ophthalmology,2009,78,2,66,25.68,461.65,76,valle del cauca
2538,16651830,480,oftalmologia,ophthalmology,2009,59,19,57,25.68,461.65,76,valle del cauca
2539,16654389,480,oftalmologia,ophthalmology,2009,229,2,211,25.68,461.65,76,valle del cauca
2540,16660994,480,oftalmologia,ophthalmology,2009,62,6,54,25.68,461.65,76,valle del cauca
2541,16661565,480,oftalmologia,ophthalmology,2009,169,16,132,25.68,461.65,76,valle del cauca
2542,16664046,480,oftalmologia,ophthalmology,2009,127,4,117,25.68,461.65,76,valle del cauca
2543,16673547,480,oftalmologia,ophthalmology,2009,47,7,41,25.68,461.65,76,valle del cauca
2544,16676308,480,oftalmologia,ophthalmology,2009,177,10,148,25.68,461.65,76,valle del cauca
2545,16604689,480,oftalmologia,ophthalmology,2009,38,2,32,25.68,461.65,76,valle del cauca
2546,16677009,480,oftalmologia,ophthalmology,2009,15,8,15,25.68,461.65,68,santander
2547,16691874,480,oftalmologia,ophthalmology,2009,187,10,143,25.68,461.65,76,valle del cauca
2548,16764415,480,oftalmologia,ophthalmology,2009,54,6,48,25.68,461.65,76,valle del cauca
2549,16764825,480,oftalmologia,ophthalmology,2009,354,28,290,25.68,461.65,76,valle del cauca
2550,16776528,480,oftalmologia,ophthalmology,2009,35,5,32,25.68,461.65,76,valle del cauca
2551,17038690,480,oftalmologia,ophthalmology,2009,54,5,45,25.68,461.65,76,valle del cauca
2552,17065305,480,oftalmologia,ophthalmology,2009,124,17,108,25.68,461.65,8,atlantico
2553,17148173,480,oftalmologia,ophthalmology,2009,140,8,134,25.68,461.65,11,bogota
2554,17179188,480,oftalmologia,ophthalmology,2009,21,1,19,25.68,461.65,68,santander
2555,19051338,480,oftalmologia,ophthalmology,2009,137,4,86,25.68,461.65,11,bogota
2556,43511283,480,oftalmologia,ophthalmology,2009,140,8,107,25.68,461.65,5,antioquia
2557,19123287,480,oftalmologia,ophthalmology,2009,25,3,19,25.68,461.65,11,bogota
2558,16689608,480,oftalmologia,ophthalmology,2009,6,1,6,25.68,461.65,5,antioquia
2559,16449822,480,oftalmologia,ophthalmology,2009,65,7,61,25.68,461.65,76,valle del cauca
2560,16357252,480,oftalmologia,ophthalmology,2009,115,22,96,25.68,461.65,76,valle del cauca
2561,16354058,480,oftalmologia,ophthalmology,2009,38,1,32,25.68,461.65,76,valle del cauca
2562,10228033,480,oftalmologia,ophthalmology,2009,98,8,86,25.68,461.65,63,quindio
2563,10222069,480,oftalmologia,ophthalmology,2009,21,6,23,25.68,461.65,76,valle del cauca
2564,10215242,480,oftalmologia,ophthalmology,2009,103,3,95,25.68,461.65,5,antioquia
2565,10212206,480,oftalmologia,ophthalmology,2009,55,3,51,25.68,461.65,17,caldas
2566,10240037,480,oftalmologia,ophthalmology,2009,148,7,136,25.68,461.65,5,antioquia
2567,10240457,480,oftalmologia,ophthalmology,2009,19,6,22,25.68,461.65,66,risaralda
2568,10251781,480,oftalmologia,ophthalmology,2009,37,2,35,25.68,461.65,63,quindio
2569,10254423,480,oftalmologia,ophthalmology,2009,117,9,111,25.68,461.65,17,caldas
2570,10533776,480,oftalmologia,ophthalmology,2009,123,2,113,25.68,461.65,17,caldas
2571,11332563,480,oftalmologia,ophthalmology,2009,63,2,51,25.68,461.65,5,antioquia
2572,12113241,480,oftalmologia,ophthalmology,2009,30,4,31,25.68,461.65,41,huila
2573,13251266,480,oftalmologia,ophthalmology,2009,60,2,56,25.68,461.65,76,valle del cauca
2574,13451541,480,oftalmologia,ophthalmology,2009,85,7,69,25.68,461.65,11,bogota
2575,13451563,480,oftalmologia,ophthalmology,2009,19,3,19,25.68,461.65,54,n. de santander
2576,13818142,480,oftalmologia,ophthalmology,2009,36,11,23,25.68,461.65,68,santander
2577,14235777,480,oftalmologia,ophthalmology,2009,51,8,38,25.68,461.65,11,bogota
2578,14883701,480,oftalmologia,ophthalmology,2009,100,10,87,25.68,461.65,76,valle del cauca
2579,14963956,480,oftalmologia,ophthalmology,2009,57,3,45,25.68,461.65,76,valle del cauca
2580,14971258,480,oftalmologia,ophthalmology,2009,305,4,229,25.68,461.65,76,valle del cauca
2581,14974933,480,oftalmologia,ophthalmology,2009,122,10,91,25.68,461.65,76,valle del cauca
2582,14979120,480,oftalmologia,ophthalmology,2009,164,18,149,25.68,461.65,76,valle del cauca
2583,14982210,480,oftalmologia,ophthalmology,2009,42,1,36,25.68,461.65,5,antioquia
2584,162336,480,oftalmologia,ophthalmology,2009,35,1,34,25.68,461.65,5,antioquia
2585,16265798,480,oftalmologia,ophthalmology,2009,42,1,41,25.68,461.65,76,valle del cauca
2586,16268436,480,oftalmologia,ophthalmology,2009,74,6,70,25.68,461.65,76,valle del cauca
2587,19141127,480,oftalmologia,ophthalmology,2009,196,6,172,25.68,461.65,54,n. de santander
2588,19143147,480,oftalmologia,ophthalmology,2009,24,14,26,25.68,461.65,41,huila
2589,19073192,480,oftalmologia,ophthalmology,2009,20,3,19,25.68,461.65,11,bogota
2590,19226691,480,oftalmologia,ophthalmology,2009,90,10,77,25.68,461.65,11,bogota
2591,32449155,480,oftalmologia,ophthalmology,2009,341,12,315,25.68,461.65,5,antioquia
2592,32459005,480,oftalmologia,ophthalmology,2009,93,14,86,25.68,461.65,5,antioquia
2593,19201699,480,oftalmologia,ophthalmology,2009,44,4,33,25.68,461.65,11,bogota
2594,32639343,480,oftalmologia,ophthalmology,2009,22,9,25,25.68,461.65,8,atlantico
2595,3323856,480,oftalmologia,ophthalmology,2009,93,5,86,25.68,461.65,5,antioquia
2596,3345775,480,oftalmologia,ophthalmology,2009,17,1,15,25.68,461.65,5,antioquia
2597,3351499,480,oftalmologia,ophthalmology,2009,247,18,199,25.68,461.65,5,antioquia
2598,3558633,480,oftalmologia,ophthalmology,2009,270,24,232,25.68,461.65,5,antioquia
2599,3644688,480,oftalmologia,ophthalmology,2009,39,1,45,25.68,461.65,5,antioquia
2600,38944482,480,oftalmologia,ophthalmology,2009,38,1,28,25.68,461.65,5,antioquia
2601,39686433,480,oftalmologia,ophthalmology,2009,79,4,61,25.68,461.65,11,bogota
2602,39688611,480,oftalmologia,ophthalmology,2009,67,1,53,25.68,461.65,11,bogota
2603,39694264,480,oftalmologia,ophthalmology,2009,262,5,211,25.68,461.65,76,valle del cauca
2604,39777240,480,oftalmologia,ophthalmology,2009,25,4,19,25.68,461.65,11,bogota
2605,41659883,480,oftalmologia,ophthalmology,2009,65,3,48,25.68,461.65,11,bogota
2606,42757638,480,oftalmologia,ophthalmology,2009,128,4,111,25.68,461.65,5,antioquia
2607,42824246,480,oftalmologia,ophthalmology,2009,98,15,77,25.68,461.65,5,antioquia
2608,42880777,480,oftalmologia,ophthalmology,2009,102,7,86,25.68,461.65,5,antioquia
2609,42885052,480,oftalmologia,ophthalmology,2009,425,35,389,25.68,461.65,5,antioquia
2610,42974182,480,oftalmologia,ophthalmology,2009,194,20,179,25.68,461.65,5,antioquia
2611,42984021,480,oftalmologia,ophthalmology,2009,147,12,119,25.68,461.65,5,antioquia
2612,42999823,480,oftalmologia,ophthalmology,2009,43,3,37,25.68,461.65,5,antioquia
2613,43015184,480,oftalmologia,ophthalmology,2009,8,2,8,25.68,461.65,5,antioquia
2614,43028441,480,oftalmologia,ophthalmology,2009,509,10,460,25.68,461.65,5,antioquia
2615,43035160,480,oftalmologia,ophthalmology,2009,89,2,81,25.68,461.65,5,antioquia
2616,32447405,480,oftalmologia,ophthalmology,2009,131,1,119,25.68,461.65,5,antioquia
2617,32443441,480,oftalmologia,ophthalmology,2009,11,2,12,25.68,461.65,5,antioquia
2618,32508057,480,oftalmologia,ophthalmology,2009,150,12,133,25.68,461.65,5,antioquia
2619,32434712,480,oftalmologia,ophthalmology,2009,36,1,34,25.68,461.65,5,antioquia
2620,19241388,480,oftalmologia,ophthalmology,2009,17,1,17,25.68,461.65,5,antioquia
2621,19263445,480,oftalmologia,ophthalmology,2009,64,2,52,25.68,461.65,11,bogota
2622,19267616,480,oftalmologia,ophthalmology,2009,12,1,10,25.68,461.65,76,valle del cauca
2623,19284256,480,oftalmologia,ophthalmology,2009,960,80,833,25.68,461.65,5,antioquia
2624,19290111,480,oftalmologia,ophthalmology,2009,67,3,66,25.68,461.65,73,tolima
2625,19335787,480,oftalmologia,ophthalmology,2009,47,3,45,25.68,461.65,66,risaralda
2626,10091171,480,oftalmologia,ophthalmology,2009,418,48,375,25.68,461.65,5,antioquia
2627,19343512,480,oftalmologia,ophthalmology,2009,1,1,2,25.68,461.65,5,antioquia
2628,32436175,480,oftalmologia,ophthalmology,2009,46,2,44,25.68,461.65,5,antioquia
2629,19413336,480,oftalmologia,ophthalmology,2009,59,4,57,25.68,461.65,68,santander
2630,22579209,480,oftalmologia,ophthalmology,2009,8,3,10,25.68,461.65,5,antioquia
2631,24329158,480,oftalmologia,ophthalmology,2009,70,11,62,25.68,461.65,17,caldas
2632,19386707,480,oftalmologia,ophthalmology,2009,113,11,67,25.68,461.65,11,bogota
2633,2901480,480,oftalmologia,ophthalmology,2009,82,1,42,25.68,461.65,5,antioquia
2634,32429604,480,oftalmologia,ophthalmology,2009,105,6,93,25.68,461.65,5,antioquia
2635,32423635,480,oftalmologia,ophthalmology,2009,45,1,44,25.68,461.65,5,antioquia
2636,3229695,480,oftalmologia,ophthalmology,2009,55,1,45,25.68,461.65,5,antioquia
2637,3228541,480,oftalmologia,ophthalmology,2009,82,2,52,25.68,461.65,5,antioquia
2638,2886049,480,oftalmologia,ophthalmology,2009,33,1,29,25.68,461.65,5,antioquia
2639,32141453,480,oftalmologia,ophthalmology,2009,69,18,42,25.68,461.65,5,antioquia
2640,10232235,480,oftalmologia,ophthalmology,2009,93,11,86,25.68,461.65,17,caldas
2641,31887469,480,oftalmologia,ophthalmology,2009,64,3,47,25.68,461.65,76,valle del cauca
2642,31830365,480,oftalmologia,ophthalmology,2009,39,4,32,25.68,461.65,76,valle del cauca
2643,31290486,480,oftalmologia,ophthalmology,2009,44,3,35,25.68,461.65,76,valle del cauca
2644,3013956,480,oftalmologia,ophthalmology,2009,65,6,63,25.68,461.65,5,antioquia
2645,29562558,480,oftalmologia,ophthalmology,2009,415,5,357,25.68,461.65,76,valle del cauca
2646,31905574,480,oftalmologia,ophthalmology,2009,67,6,61,25.68,461.65,76,valle del cauca
2647,71788281,483,oftalmologia cornea y glaucoma,cornea ophthalmology and glaucoma,2009,16,1,15,26.2,390.41,5,antioquia
2648,14320785,485,oftalmologia pediatrica,pediatric ophthalmology,2009,467,1,319,24.04,399.99,11,bogota
2649,41682447,485,oftalmologia pediatrica,pediatric ophthalmology,2009,150,9,97,24.04,399.99,11,bogota
2650,42775683,485,oftalmologia pediatrica,pediatric ophthalmology,2009,1355,21,1165,24.04,399.99,5,antioquia
2651,43745436,485,oftalmologia pediatrica,pediatric ophthalmology,2009,938,6,815,24.04,399.99,5,antioquia
2652,45456655,485,oftalmologia pediatrica,pediatric ophthalmology,2009,352,3,276,24.04,399.99,13,bolivar
2653,52621315,485,oftalmologia pediatrica,pediatric ophthalmology,2009,10,1,11,24.04,399.99,50,meta
2654,39691595,485,oftalmologia pediatrica,pediatric ophthalmology,2009,116,1,99,24.04,399.99,11,bogota
2655,79143616,486,oftalmologia y retinologia,ophthalmology and retinology,2009,33,7,19,28.4,836.83,11,bogota
2656,79149741,486,oftalmologia y retinologia,ophthalmology and retinology,2009,66,9,48,28.4,836.83,11,bogota
2657,78018571,486,oftalmologia y retinologia,ophthalmology and retinology,2009,66,9,42,28.4,836.83,8,atlantico
2658,63494320,486,oftalmologia y retinologia,ophthalmology and retinology,2009,13,12,15,28.4,836.83,17,caldas
2659,60360721,486,oftalmologia y retinologia,ophthalmology and retinology,2009,12,3,14,28.4,836.83,54,n. de santander
2660,45478880,486,oftalmologia y retinologia,ophthalmology and retinology,2009,10,3,8,28.4,836.83,13,bolivar
2661,91244635,491,oncologia clinica,clinical oncology,2009,15,1,8,32.48,191.7,68,santander
2662,20951497,491,oncologia clinica,clinical oncology,2009,2,1,4,32.48,191.7,5,antioquia
2663,71731053,513,ortopedia oncologica,oncological orthopedics,2009,2,1,3,22.36,122.7,5,antioquia
2664,73105939,514,ortopedia y traumatologia,orthopedics and traumatology,2009,29,2,28,29.14,292.33,70,sucre
2665,73089747,514,ortopedia y traumatologia,orthopedics and traumatology,2009,22,4,22,29.14,292.33,13,bolivar
2666,73086547,514,ortopedia y traumatologia,orthopedics and traumatology,2009,194,8,133,29.14,292.33,13,bolivar
2667,73075925,514,ortopedia y traumatologia,orthopedics and traumatology,2009,212,30,164,29.14,292.33,13,bolivar
2668,71695746,514,ortopedia y traumatologia,orthopedics and traumatology,2009,22,5,21,29.14,292.33,5,antioquia
2669,71729679,514,ortopedia y traumatologia,orthopedics and traumatology,2009,370,142,411,29.14,292.33,5,antioquia
2670,71704341,514,ortopedia y traumatologia,orthopedics and traumatology,2009,37,7,22,29.14,292.33,5,antioquia
2671,73111072,514,ortopedia y traumatologia,orthopedics and traumatology,2009,35,2,32,29.14,292.33,13,bolivar
2672,71691545,514,ortopedia y traumatologia,orthopedics and traumatology,2009,3,1,3,29.14,292.33,5,antioquia
2673,72134079,514,ortopedia y traumatologia,orthopedics and traumatology,2009,14,5,17,29.14,292.33,8,atlantico
2674,73122684,514,ortopedia y traumatologia,orthopedics and traumatology,2009,89,9,58,29.14,292.33,13,bolivar
2675,7532645,514,ortopedia y traumatologia,orthopedics and traumatology,2009,26,1,22,29.14,292.33,5,antioquia
2676,7474665,514,ortopedia y traumatologia,orthopedics and traumatology,2009,66,7,51,29.14,292.33,5,antioquia
2677,7508529,514,ortopedia y traumatologia,orthopedics and traumatology,2009,119,22,96,29.14,292.33,5,antioquia
2678,71687465,514,ortopedia y traumatologia,orthopedics and traumatology,2009,393,29,273,29.14,292.33,5,antioquia
2679,7539084,514,ortopedia y traumatologia,orthopedics and traumatology,2009,15,6,16,29.14,292.33,5,antioquia
2680,7542378,514,ortopedia y traumatologia,orthopedics and traumatology,2009,30,10,56,29.14,292.33,5,antioquia
2681,7543990,514,ortopedia y traumatologia,orthopedics and traumatology,2009,7,1,6,29.14,292.33,5,antioquia
2682,7549309,514,ortopedia y traumatologia,orthopedics and traumatology,2009,69,7,60,29.14,292.33,5,antioquia
2683,79141425,514,ortopedia y traumatologia,orthopedics and traumatology,2009,72,1,47,29.14,292.33,11,bogota
2684,79143724,514,ortopedia y traumatologia,orthopedics and traumatology,2009,36,3,23,29.14,292.33,11,bogota
2685,79144227,514,ortopedia y traumatologia,orthopedics and traumatology,2009,102,4,55,29.14,292.33,11,bogota
2686,79147087,514,ortopedia y traumatologia,orthopedics and traumatology,2009,51,7,37,29.14,292.33,11,bogota
2687,7458422,514,ortopedia y traumatologia,orthopedics and traumatology,2009,47,3,48,29.14,292.33,5,antioquia
2688,71676499,514,ortopedia y traumatologia,orthopedics and traumatology,2009,121,51,143,29.14,292.33,5,antioquia
2689,71644493,514,ortopedia y traumatologia,orthopedics and traumatology,2009,43,7,41,29.14,292.33,5,antioquia
2690,71661507,514,ortopedia y traumatologia,orthopedics and traumatology,2009,106,10,91,29.14,292.33,5,antioquia
2691,70108250,514,ortopedia y traumatologia,orthopedics and traumatology,2009,16,28,64,29.14,292.33,5,antioquia
2692,70114306,514,ortopedia y traumatologia,orthopedics and traumatology,2009,39,1,41,29.14,292.33,5,antioquia
2693,70123043,514,ortopedia y traumatologia,orthopedics and traumatology,2009,212,38,184,29.14,292.33,5,antioquia
2694,70552348,514,ortopedia y traumatologia,orthopedics and traumatology,2009,81,2,65,29.14,292.33,5,antioquia
2695,70554128,514,ortopedia y traumatologia,orthopedics and traumatology,2009,74,5,54,29.14,292.33,5,antioquia
2696,70556526,514,ortopedia y traumatologia,orthopedics and traumatology,2009,19,1,17,29.14,292.33,5,antioquia
2697,70558482,514,ortopedia y traumatologia,orthopedics and traumatology,2009,6,2,8,29.14,292.33,5,antioquia
2698,70559526,514,ortopedia y traumatologia,orthopedics and traumatology,2009,695,59,501,29.14,292.33,5,antioquia
2699,70560384,514,ortopedia y traumatologia,orthopedics and traumatology,2009,3,298,288,29.14,292.33,5,antioquia
2700,70566464,514,ortopedia y traumatologia,orthopedics and traumatology,2009,272,35,303,29.14,292.33,5,antioquia
2701,70569416,514,ortopedia y traumatologia,orthopedics and traumatology,2009,78,4,60,29.14,292.33,5,antioquia
2702,70875857,514,ortopedia y traumatologia,orthopedics and traumatology,2009,47,3,42,29.14,292.33,5,antioquia
2703,71394225,514,ortopedia y traumatologia,orthopedics and traumatology,2009,12,1,7,29.14,292.33,11,bogota
2704,71578354,514,ortopedia y traumatologia,orthopedics and traumatology,2009,33,1,34,29.14,292.33,5,antioquia
2705,71581098,514,ortopedia y traumatologia,orthopedics and traumatology,2009,394,28,349,29.14,292.33,5,antioquia
2706,71581985,514,ortopedia y traumatologia,orthopedics and traumatology,2009,127,10,93,29.14,292.33,5,antioquia
2707,71594272,514,ortopedia y traumatologia,orthopedics and traumatology,2009,47,29,83,29.14,292.33,5,antioquia
2708,71598304,514,ortopedia y traumatologia,orthopedics and traumatology,2009,65,10,56,29.14,292.33,5,antioquia
2709,71604631,514,ortopedia y traumatologia,orthopedics and traumatology,2009,78,35,107,29.14,292.33,5,antioquia
2710,71610528,514,ortopedia y traumatologia,orthopedics and traumatology,2009,83,9,67,29.14,292.33,5,antioquia
2711,71611289,514,ortopedia y traumatologia,orthopedics and traumatology,2009,277,33,196,29.14,292.33,5,antioquia
2712,71611576,514,ortopedia y traumatologia,orthopedics and traumatology,2009,7,7,12,29.14,292.33,5,antioquia
2713,71620829,514,ortopedia y traumatologia,orthopedics and traumatology,2009,46,7,46,29.14,292.33,5,antioquia
2714,79153252,514,ortopedia y traumatologia,orthopedics and traumatology,2009,33,2,26,29.14,292.33,11,bogota
2715,71657198,514,ortopedia y traumatologia,orthopedics and traumatology,2009,130,15,106,29.14,292.33,5,antioquia
2716,71671359,514,ortopedia y traumatologia,orthopedics and traumatology,2009,1,1,2,29.14,292.33,5,antioquia
2717,79159758,514,ortopedia y traumatologia,orthopedics and traumatology,2009,21,4,19,29.14,292.33,5,antioquia
2718,79267937,514,ortopedia y traumatologia,orthopedics and traumatology,2009,62,1,38,29.14,292.33,11,bogota
2719,79235607,514,ortopedia y traumatologia,orthopedics and traumatology,2009,48,8,40,29.14,292.33,66,risaralda
2720,85465521,514,ortopedia y traumatologia,orthopedics and traumatology,2009,47,2,40,29.14,292.33,11,bogota
2721,8670598,514,ortopedia y traumatologia,orthopedics and traumatology,2009,74,10,58,29.14,292.33,76,valle del cauca
2722,8690523,514,ortopedia y traumatologia,orthopedics and traumatology,2009,150,10,125,29.14,292.33,8,atlantico
2723,8693670,514,ortopedia y traumatologia,orthopedics and traumatology,2009,9,1,10,29.14,292.33,8,atlantico
2724,8698094,514,ortopedia y traumatologia,orthopedics and traumatology,2009,118,12,83,29.14,292.33,8,atlantico
2725,8709548,514,ortopedia y traumatologia,orthopedics and traumatology,2009,4,1,3,29.14,292.33,8,atlantico
2726,8709857,514,ortopedia y traumatologia,orthopedics and traumatology,2009,23,8,30,29.14,292.33,8,atlantico
2727,8729936,514,ortopedia y traumatologia,orthopedics and traumatology,2009,257,91,252,29.14,292.33,8,atlantico
2728,8740292,514,ortopedia y traumatologia,orthopedics and traumatology,2009,4,1,6,29.14,292.33,8,atlantico
2729,88136367,514,ortopedia y traumatologia,orthopedics and traumatology,2009,135,26,124,29.14,292.33,54,n. de santander
2730,89004608,514,ortopedia y traumatologia,orthopedics and traumatology,2009,31,2,25,29.14,292.33,63,quindio
2731,8533917,514,ortopedia y traumatologia,orthopedics and traumatology,2009,166,17,144,29.14,292.33,8,atlantico
2732,9084662,514,ortopedia y traumatologia,orthopedics and traumatology,2009,138,13,118,29.14,292.33,13,bolivar
2733,9113982,514,ortopedia y traumatologia,orthopedics and traumatology,2009,119,6,94,29.14,292.33,5,antioquia
2734,91222696,514,ortopedia y traumatologia,orthopedics and traumatology,2009,16,1,11,29.14,292.33,68,santander
2735,91231451,514,ortopedia y traumatologia,orthopedics and traumatology,2009,10,2,11,29.14,292.33,68,santander
2736,91251552,514,ortopedia y traumatologia,orthopedics and traumatology,2009,7,4,9,29.14,292.33,11,bogota
2737,91254757,514,ortopedia y traumatologia,orthopedics and traumatology,2009,46,1,36,29.14,292.33,68,santander
2738,9135504,514,ortopedia y traumatologia,orthopedics and traumatology,2009,67,4,55,29.14,292.33,23,cordoba
2739,9522764,514,ortopedia y traumatologia,orthopedics and traumatology,2009,117,19,77,29.14,292.33,5,antioquia
2740,98546725,514,ortopedia y traumatologia,orthopedics and traumatology,2009,51,9,34,29.14,292.33,5,antioquia
2741,98547830,514,ortopedia y traumatologia,orthopedics and traumatology,2009,95,13,87,29.14,292.33,5,antioquia
2742,98557440,514,ortopedia y traumatologia,orthopedics and traumatology,2009,23,1,15,29.14,292.33,17,caldas
2743,70103392,514,ortopedia y traumatologia,orthopedics and traumatology,2009,106,7,67,29.14,292.33,5,antioquia
2744,9089843,514,ortopedia y traumatologia,orthopedics and traumatology,2009,21,24,47,29.14,292.33,8,atlantico
2745,8533914,514,ortopedia y traumatologia,orthopedics and traumatology,2009,26,2,22,29.14,292.33,11,bogota
2746,8346648,514,ortopedia y traumatologia,orthopedics and traumatology,2009,3,2,6,29.14,292.33,5,antioquia
2747,8314851,514,ortopedia y traumatologia,orthopedics and traumatology,2009,117,171,299,29.14,292.33,5,antioquia
2748,79265496,514,ortopedia y traumatologia,orthopedics and traumatology,2009,67,1,38,29.14,292.33,11,bogota
2749,79288027,514,ortopedia y traumatologia,orthopedics and traumatology,2009,9,3,39,29.14,292.33,63,quindio
2750,79297450,514,ortopedia y traumatologia,orthopedics and traumatology,2009,29,2,21,29.14,292.33,68,santander
2751,79490734,514,ortopedia y traumatologia,orthopedics and traumatology,2009,74,13,58,29.14,292.33,76,valle del cauca
2752,79506160,514,ortopedia y traumatologia,orthopedics and traumatology,2009,209,70,179,29.14,292.33,5,antioquia
2753,79532398,514,ortopedia y traumatologia,orthopedics and traumatology,2009,8,1,16,29.14,292.33,76,valle del cauca
2754,80410490,514,ortopedia y traumatologia,orthopedics and traumatology,2009,6,1,7,29.14,292.33,11,bogota
2755,80418242,514,ortopedia y traumatologia,orthopedics and traumatology,2009,96,12,70,29.14,292.33,11,bogota
2756,8215224,514,ortopedia y traumatologia,orthopedics and traumatology,2009,17,1,21,29.14,292.33,5,antioquia
2757,8258813,514,ortopedia y traumatologia,orthopedics and traumatology,2009,62,11,60,29.14,292.33,5,antioquia
2758,8262106,514,ortopedia y traumatologia,orthopedics and traumatology,2009,249,37,240,29.14,292.33,5,antioquia
2759,8271248,514,ortopedia y traumatologia,orthopedics and traumatology,2009,216,16,143,29.14,292.33,5,antioquia
2760,8274223,514,ortopedia y traumatologia,orthopedics and traumatology,2009,136,17,131,29.14,292.33,5,antioquia
2761,8278192,514,ortopedia y traumatologia,orthopedics and traumatology,2009,113,48,234,29.14,292.33,5,antioquia
2762,8287116,514,ortopedia y traumatologia,orthopedics and traumatology,2009,203,14,164,29.14,292.33,5,antioquia
2763,8288281,514,ortopedia y traumatologia,orthopedics and traumatology,2009,11,2,38,29.14,292.33,63,quindio
2764,8288962,514,ortopedia y traumatologia,orthopedics and traumatology,2009,253,21,166,29.14,292.33,5,antioquia
2765,8297618,514,ortopedia y traumatologia,orthopedics and traumatology,2009,25,130,159,29.14,292.33,5,antioquia
2766,8298447,514,ortopedia y traumatologia,orthopedics and traumatology,2009,9,17,20,29.14,292.33,5,antioquia
2767,8302574,514,ortopedia y traumatologia,orthopedics and traumatology,2009,164,9,121,29.14,292.33,5,antioquia
2768,8306483,514,ortopedia y traumatologia,orthopedics and traumatology,2009,19,59,89,29.14,292.33,5,antioquia
2769,8307507,514,ortopedia y traumatologia,orthopedics and traumatology,2009,126,21,130,29.14,292.33,5,antioquia
2770,8307723,514,ortopedia y traumatologia,orthopedics and traumatology,2009,197,29,182,29.14,292.33,5,antioquia
2771,8311325,514,ortopedia y traumatologia,orthopedics and traumatology,2009,198,29,162,29.14,292.33,5,antioquia
2772,8311710,514,ortopedia y traumatologia,orthopedics and traumatology,2009,162,297,483,29.14,292.33,5,antioquia
2773,79234955,514,ortopedia y traumatologia,orthopedics and traumatology,2009,87,11,69,29.14,292.33,5,antioquia
2774,70099144,514,ortopedia y traumatologia,orthopedics and traumatology,2009,461,23,385,29.14,292.33,5,antioquia
2775,70563708,514,ortopedia y traumatologia,orthopedics and traumatology,2009,901,32,576,29.14,292.33,5,antioquia
2776,70094354,514,ortopedia y traumatologia,orthopedics and traumatology,2009,86,3,62,29.14,292.33,5,antioquia
2777,14952362,514,ortopedia y traumatologia,orthopedics and traumatology,2009,70,1,53,29.14,292.33,76,valle del cauca
2778,15016396,514,ortopedia y traumatologia,orthopedics and traumatology,2009,101,6,99,29.14,292.33,5,antioquia
2779,15251830,514,ortopedia y traumatologia,orthopedics and traumatology,2009,41,3,39,29.14,292.33,5,antioquia
2780,15346981,514,ortopedia y traumatologia,orthopedics and traumatology,2009,834,65,692,29.14,292.33,5,antioquia
2781,15347848,514,ortopedia y traumatologia,orthopedics and traumatology,2009,138,12,110,29.14,292.33,5,antioquia
2782,16218787,514,ortopedia y traumatologia,orthopedics and traumatology,2009,65,5,51,29.14,292.33,76,valle del cauca
2783,16261328,514,ortopedia y traumatologia,orthopedics and traumatology,2009,31,1,27,29.14,292.33,76,valle del cauca
2784,16269674,514,ortopedia y traumatologia,orthopedics and traumatology,2009,432,54,322,29.14,292.33,76,valle del cauca
2785,16270041,514,ortopedia y traumatologia,orthopedics and traumatology,2009,83,3,67,29.14,292.33,76,valle del cauca
2786,16271987,514,ortopedia y traumatologia,orthopedics and traumatology,2009,11,2,10,29.14,292.33,76,valle del cauca
2787,16283450,514,ortopedia y traumatologia,orthopedics and traumatology,2009,124,6,103,29.14,292.33,76,valle del cauca
2788,16353976,514,ortopedia y traumatologia,orthopedics and traumatology,2009,29,7,27,29.14,292.33,76,valle del cauca
2789,16450865,514,ortopedia y traumatologia,orthopedics and traumatology,2009,155,30,123,29.14,292.33,76,valle del cauca
2790,16547684,514,ortopedia y traumatologia,orthopedics and traumatology,2009,34,3,35,29.14,292.33,5,antioquia
